0,7
0,13
0,17
0,22
0,23
0,30
0,32
0,33
0,42
0,53
0,56
0,59
0,61
0,64
0,65
0,66
0,74
0,78
0,80
0,82
0,88
0,95
0,99
1,5
1,7
1,12
1,16
1,20
1,21
1,27
1,29
1,33
1,40
1,52
1,54
1,55
1,58
1,60
1,66
1,70
1,73
1,79
1,86
1,87
1,99
2,11
2,12
2,15
2,22
2,24
2,32
2,37
2,38
2,46
2,47
2,57
2,69
2,70
2,71
2,74
2,78
2,79
2,81
2,85
2,92
2,94
2,97
2,98
3,6
3,11
3,17
3,18
3,20
3,24
3,28
3,31
3,43
3,46
3,52
3,54
3,58
3,60
3,61
3,64
3,77
3,81
3,85
3,91
3,94
3,97
4,8
4,9
4,10
4,15
4,18
4,19
4,20
4,24
4,46
4,51
4,59
4,72
4,73
4,74
4,78
4,81
4,82
4,98
5,0
5,1
5,2
5,4
5,15
5,19
5,24
5,25
5,33
5,34
5,38
5,51
5,64
5,66
5,69
5,87
5,96
5,99
6,2
6,9
6,16
6,19
6,21
6,24
6,32
6,36
6,38
6,39
6,40
6,46
6,49
6,50
6,56
6,58
6,60
6,65
6,68
6,75
6,79
6,90
6,91
6,98
6,99
7,0
7,19
7,25
7,30
7,31
7,33
7,35
7,39
7,55
7,58
7,62
7,63
7,67
7,72
7,78
7,82
7,83
7,84
7,99
8,9
8,17
8,20
8,38
8,46
8,48
8,51
8,56
8,63
8,72
8,75
8,79
8,83
8,93
8,96
9,13
9,23
9,28
9,31
9,33
9,34
9,35
9,36
9,37
9,45
9,47
9,57
9,67
9,69
9,77
9,85
9,86
9,92
9,94
9,95
9,99
10,2
10,4
10,10
10,13
10,33
10,36
10,43
10,44
10,48
10,57
10,60
10,65
10,70
10,71
10,72
10,76
10,77
10,78
10,87
10,91
11,2
11,4
11,8
11,11
11,15
11,27
11,39
11,43
11,49
11,50
11,54
11,58
11,65
11,66
11,74
11,87
11,88
11,89
11,95
11,97
11,99
12,2
12,5
12,7
12,9
12,15
12,28
12,29
12,37
12,49
12,52
12,62
12,65
12,76
12,79
12,83
12,98
12,99
13,3
13,10
13,19
13,22
13,25
13,31
13,33
13,37
13,40
13,43
13,45
13,48
13,61
13,65
13,69
13,72
13,78
13,80
13,85
13,88
13,90
13,99
14,1
14,2
14,8
14,9
14,11
14,14
14,20
14,29
14,32
14,36
14,37
14,41
14,43
14,48
14,56
14,57
14,61
14,66
14,69
14,75
14,81
14,87
14,89
14,92
14,93
15,7
15,10
15,15
15,29
15,32
15,37
15,47
15,51
15,75
15,83
15,84
15,86
15,93
16,3
16,8
16,9
16,14
16,18
16,21
16,26
16,27
16,33
16,34
16,38
16,43
16,49
16,50
16,52
16,53
16,57
16,59
16,60
16,67
16,68
16,70
16,73
16,75
16,76
16,84
16,88
16,89
16,92
16,97
16,98
17,0
17,7
17,11
17,12
17,13
17,27
17,30
17,34
17,42
17,52
17,53
17,58
17,59
17,61
17,63
17,72
17,79
17,80
17,82
17,92
17,95
17,98
17,99
18,0
18,1
18,3
18,14
18,15
18,21
18,23
18,27
18,31
18,61
18,62
18,65
18,69
18,71
18,74
18,85
18,88
19,0
19,10
19,12
19,20
19,23
19,24
19,25
19,28
19,44
19,45
19,56
19,59
19,64
19,65
19,71
19,81
19,88
19,91
19,94
19,97
20,0
20,3
20,6
20,8
20,19
20,20
20,24
20,38
20,40
20,43
20,53
20,62
20,66
20,71
20,73
20,78
20,82
20,86
20,91
21,4
21,5
21,6
21,12
21,18
21,22
21,25
21,36
21,37
21,45
21,50
21,51
21,53
21,61
21,81
21,86
21,87
21,88
21,92
21,97
21,99
22,3
22,5
22,25
22,27
22,34
22,36
22,37
22,39
22,41
22,47
22,49
22,64
22,65
22,68
22,75
22,79
22,80
22,81
22,93
23,7
23,9
23,13
23,15
23,17
23,23
23,24
23,25
23,28
23,33
23,38
23,42
23,54
23,59
23,64
23,68
23,72
23,84
23,86
23,91
23,93
23,97
23,98
24,1
24,8
24,12
24,26
24,33
24,37
24,39
24,40
24,41
24,45
24,50
24,53
24,56
24,59
24,64
24,73
24,81
24,95
24,98
25,0
25,6
25,9
25,12
25,14
25,17
25,26
25,27
25,32
25,39
25,41
25,45
25,52
25,61
25,70
25,72
25,75
25,76
25,95
26,3
26,7
26,14
26,18
26,21
26,26
26,32
26,38
26,52
26,56
26,59
26,64
26,72
26,79
26,80
26,82
26,99
27,0
27,6
27,13
27,30
27,44
27,49
27,51
27,61
27,62
27,77
27,79
27,82
27,86
27,93
27,94
28,0
28,1
28,3
28,5
28,24
28,28
28,38
28,63
28,71
28,72
28,75
28,79
28,83
28,93
29,2
29,7
29,12
29,19
29,21
29,22
29,42
29,51
29,52
29,55
29,63
29,68
29,72
29,76
29,84
29,90
29,92
30,6
30,13
30,20
30,33
30,36
30,38
30,40
30,46
30,47
30,65
30,67
30,70
30,78
30,93
30,94
31,0
31,10
31,14
31,21
31,25
31,34
31,35
31,36
31,47
31,52
31,68
31,71
31,73
31,76
31,80
31,83
31,84
31,92
31,98
32,11
32,17
32,24
32,27
32,30
32,37
32,41
32,44
32,45
32,46
32,51
32,56
32,60
32,61
32,62
32,64
32,66
32,70
32,71
32,74
32,82
32,83
32,88
32,90
33,0
33,4
33,10
33,11
33,13
33,18
33,23
33,28
33,42
33,45
33,46
33,57
33,59
33,77
33,85
33,86
33,89
33,92
34,1
34,4
34,22
34,23
34,26
34,34
34,35
34,37
34,49
34,62
34,64
34,67
34,71
34,74
34,75
34,82
34,86
34,95
34,98
34,99
35,5
35,7
35,19
35,25
35,26
35,32
35,38
35,39
35,41
35,43
35,48
35,49
35,50
35,54
35,55
35,56
35,57
35,67
35,74
35,76
35,89
35,91
35,98
35,99
36,3
36,10
36,18
36,26
36,32
36,33
36,35
36,42
36,56
36,57
36,60
36,61
36,64
36,73
36,74
36,75
36,78
36,86
37,3
37,6
37,11
37,12
37,14
37,23
37,25
37,26
37,32
37,39
37,43
37,46
37,53
37,55
37,63
37,73
37,80
37,86
37,99
38,1
38,2
38,5
38,6
38,9
38,15
38,27
38,39
38,48
38,51
38,52
38,64
38,68
38,69
38,70
38,72
38,73
38,78
38,93
38,96
38,97
39,1
39,8
39,9
39,14
39,19
39,23
39,26
39,31
39,32
39,34
39,41
39,49
39,50
39,54
39,60
39,61
39,72
39,76
39,92
40,1
40,8
40,14
40,20
40,23
40,28
40,29
40,33
40,38
40,40
40,42
40,45
40,48
40,49
40,50
40,58
40,59
40,60
40,61
40,65
40,67
40,69
40,76
40,77
40,95
40,99
41,0
41,6
41,9
41,17
41,27
41,28
41,31
41,39
41,44
41,45
41,48
41,63
41,64
41,76
41,80
41,85
42,13
42,15
42,23
42,29
42,39
42,41
42,44
42,51
42,52
42,63
42,81
42,84
42,97
42,99
43,5
43,11
43,16
43,21
43,24
43,32
43,36
43,40
43,42
43,49
43,51
43,52
43,53
43,62
43,71
43,75
43,79
43,86
43,95
43,98
44,14
44,17
44,19
44,25
44,28
44,36
44,38
44,39
44,42
44,48
44,49
44,55
44,56
44,60
44,63
44,71
44,78
44,83
44,96
45,7
45,15
45,18
45,20
45,28
45,29
45,31
45,37
45,42
45,45
45,50
45,52
45,56
45,58
45,72
45,73
45,87
45,91
45,98
46,0
46,14
46,15
46,16
46,19
46,25
46,43
46,45
46,46
46,47
46,49
46,55
46,70
46,74
46,75
46,76
46,77
46,79
46,84
46,87
47,0
47,1
47,18
47,19
47,28
47,33
47,35
47,38
47,40
47,41
47,43
47,49
47,52
47,73
47,78
47,86
47,96
48,2
48,4
48,5
48,7
48,9
48,14
48,17
48,21
48,31
48,34
48,36
48,47
48,50
48,52
48,66
48,68
48,74
48,77
48,84
48,93
48,99
49,1
49,2
49,3
49,7
49,10
49,11
49,16
49,19
49,21
49,22
49,24
49,34
49,36
49,39
49,56
49,58
49,59
49,60
49,65
49,67
49,69
49,72
49,80
49,96
50,0
50,9
50,12
50,13
50,20
50,30
50,31
50,34
50,45
50,49
50,50
50,52
50,53
50,55
50,74
50,81
50,84
50,94
50,95
50,99
51,7
51,8
51,10
51,16
51,21
51,36
51,37
51,41
51,46
51,47
51,49
51,57
51,62
51,65
51,68
51,69
51,77
51,78
51,81
51,93
51,97
52,0
52,2
52,11
52,23
52,24
52,26
52,27
52,48
52,50
52,51
52,64
52,68
52,70
52,73
52,76
52,77
52,78
52,86
52,88
52,90
52,93
52,98
53,4
53,12
53,32
53,43
53,45
53,47
53,48
53,49
53,51
53,58
53,65
53,66
53,67
53,69
53,74
53,76
53,79
53,83
53,84
53,87
53,92
54,0
54,1
54,4
54,20
54,24
54,26
54,30
54,42
54,47
54,53
54,55
54,57
54,58
54,64
54,69
54,77
54,83
54,85
54,89
54,91
54,98
55,1
55,2
55,6
55,7
55,10
55,18
55,19
55,22
55,31
55,43
55,50
55,51
55,56
55,77
55,79
55,96
55,98
56,11
56,18
56,23
56,24
56,26
56,32
56,33
56,38
56,40
56,52
56,64
56,67
56,68
56,73
56,77
56,79
56,82
56,83
56,96
57,0
57,11
57,14
57,17
57,22
57,33
57,42
57,43
57,44
57,70
57,74
57,78
57,83
57,92
57,95
57,98
58,9
58,10
58,11
58,14
58,15
58,18
58,30
58,33
58,37
58,44
58,53
58,55
58,57
58,58
58,64
58,70
58,73
58,80
58,88
58,90
58,97
59,1
59,5
59,10
59,14
59,18
59,19
59,23
59,32
59,35
59,36
59,37
59,46
59,49
59,51
59,54
59,55
59,66
59,71
59,77
59,78
59,81
59,83
59,87
59,93
60,3
60,4
60,9
60,14
60,20
60,25
60,41
60,42
60,43
60,44
60,47
60,55
60,58
60,60
60,63
60,65
60,69
60,71
60,73
60,74
60,76
60,83
60,86
60,88
60,89
61,6
61,9
61,14
61,19
61,38
61,43
61,45
61,48
61,50
61,53
61,55
61,57
61,58
61,61
61,65
61,66
61,74
61,82
61,84
61,88
61,95
61,96
61,97
62,2
62,7
62,9
62,22
62,25
62,35
62,38
62,54
62,56
62,60
62,67
62,72
62,80
62,85
62,91
62,93
62,95
62,97
62,98
63,6
63,13
63,25
63,39
63,41
63,48
63,51
63,57
63,58
63,69
63,71
63,73
63,80
63,81
63,91
63,96
63,97
63,98
64,1
64,2
64,4
64,8
64,14
64,17
64,22
64,26
64,32
64,46
64,49
64,50
64,52
64,54
64,58
64,59
64,61
64,65
64,66
64,67
64,82
64,83
64,84
64,91
64,94
64,96
65,0
65,1
65,3
65,4
65,10
65,15
65,19
65,20
65,32
65,37
65,40
